"Application #","Status","Application Type","Date","Address","Expiration Date","Short Notes",
"26BC03676","Final","RES Reroof","03/04/2026","5960 KEYSTONE AVE, COCOA FL 32927",,,
"26BC03653","Final","RES Plumbing","03/04/2026","5969 JENKINS AVE, COCOA FL 32927",,,
"26BC03715","Issued","RES Pool","03/04/2026","4413 MILOST DR, ROCKLEDGE FL 32955",,,
"26BC03698","Awaiting Client Feedback","COM Electrical","03/04/2026","221 GALACTIC DR, COMMON, MERRITT ISLAND FL 32952",,,
"26BC03704","Final","RES Reroof","03/04/2026","7245 GRISSOM PKWY, COCOA FL 32927",,,
"26BC03646","Awaiting Client Feedback","RES Doors-Windows-Shutters","03/04/2026","5985 ARUIN ST, COCOA FL 32927",,,
"26BC03685","Issued","RES Fence","03/04/2026","530 ELEANOR ST, MERRITT ISLAND FL 32953",,,
"26BC03578","Withdrawn","RES HVAC-Mechanical","03/03/2026","3360 S ATLANTIC AVE, 213, COCOA BEACH FL 32931",,,
"26BC03593","Final","RES Generator","03/03/2026","3768 LAKE ADELAIDE PL, ROCKLEDGE FL 32955",,,
"26BC03549","Final","RES SFR Addition","03/03/2026","129 GREENWING TRL, TITUSVILLE FL 32780",,,
"26BC03605","Issued","RES HVAC-Mechanical","03/03/2026","4820 TERRAPIN CT, MELBOURNE BEACH FL 32951",,,
"26BC03532","Final","RES Reroof","03/03/2026","3788 E R SMYTH DR, MIMS FL 32754",,,
"26BC03526","Final","COM HVAC-Mechanical","03/03/2026","2725 JUDGE FRAN JAMIESON WAY, BLDG D, MELBOURNE FL 32940",,,
"26FP00100","Issued","County Sprinkler","03/03/2026","9355 N WICKHAM RD, COMMON, MELBOURNE FL 32940",,,
"26BC03560","Final","RES HVAC-Mechanical","03/03/2026","3105 DEW DROP CT, MELBOURNE FL 32940",,,
"26BC03582","Final","COM HVAC-Mechanical","03/03/2026","3360 S ATLANTIC AVE, 213, COCOA BEACH FL 32931",,,
"26BC03618","Final","RES Reroof","03/03/2026","3413 RUSS PL, MELBOURNE FL 32940",,,
"26BC03529","Final","RES Fence","03/03/2026","4632 TENNYSON DR, ROCKLEDGE FL 32955",,,
"26BC03541","Final","COM Electrical","03/03/2026","3031 S ATLANTIC AVE, 301, COCOA BEACH FL 32931",,,
"26BC03535","Final","RES Doors-Windows-Shutters","03/03/2026","250 N BANANA RIVER DR, UNIT C6, MERRITT ISLAND FL 32952",,,
"26BC03577","Final","RES Electrical","03/03/2026","1940 GATES RD, MERRITT ISLAND FL 32952",,,
"26BC03553","Issued","RES SFR-Duplex New","03/03/2026","6286 MOONRISE DR, MERRITT ISLAND FL 32953",,,
"26BC03543","Final","RES Doors-Windows-Shutters","03/03/2026","6167 KARI DR, MELBOURNE FL 32940",,,
"26BC03606","Final","Multi-Family Renovation","03/03/2026","2975 HIGHWAY A1A, 113, MELBOURNE BEACH FL 32951",,,
"26BC03597","Final","COM Renovation","03/03/2026","4795 FAY BLVD, UNIT 5, COCOA FL 32927",,,
"26BC03537","Final","COM Electrical","03/03/2026","1757 SOPHIAS DR, 204, MELBOURNE FL 32940",,,
"26BC03632","Final","RES Fence","03/03/2026","2640 OKLAHOMA ST, MELBOURNE FL 32904",,,
"26BC03566","Final","RES Electrical","03/03/2026","131 VIA DE LA REINA, MERRITT ISLAND FL 32953",,,
"26BC03604","Issued","COM HVAC-Mechanical","03/03/2026","650 CLASSIC CT, MELBOURNE FL 32940",,,
"26BC03588","Final","RES Reroof","03/03/2026","8177 ANDOVER WAY, MELBOURNE FL 32940",,,
"26BC03620","Final","COM Reroof","03/03/2026","5850 CLAIBORNE ST, CLUBHS, MELBOURNE FL 32940",,,
"26BC03586","Issued","RES Pool Resurface","03/03/2026","758 LAKE DR, MELBOURNE FL 32940",,,
"26BC03631","Final","RES Demolition","03/03/2026","4145 LUCIANO AVE, COCOA FL 32926",,,
"26BC03589","Final","RES Electrical","03/03/2026","456 VINE ST, MELBOURNE FL 32904",,,
"26BC03625","Final","RES Doors-Windows-Shutters","03/03/2026","2921 OHIO ST, MELBOURNE FL 32904",,,
"26BC03561","Issued","RES HVAC-Mechanical","03/03/2026","2335 SYKES CREEK DR, MERRITT ISLAND FL 32953",,,
"26BC03617","Issued","COM Renovation","03/03/2026","145 PLANTATION DR, RECHAL, TITUSVILLE FL 32780",,,
"26BC03608","Issued","RES HVAC-Mechanical","03/03/2026","3059 LEVANTO DR, MELBOURNE FL 32940",,,
"26BC03563","Final","RES HVAC-Mechanical","03/03/2026","2876 MONDAVI DR, ROCKLEDGE FL 32955",,,
"26BC03591","Final","RES Reroof","03/03/2026","3855 SHADY RUN RD, MELBOURNE FL 32934",,,
"26BC03550","Awaiting Client Feedback","RES Mobile Home","03/03/2026","2705 BROCKETT RD, MIMS FL 32754",,,
"26BC03611","Final","RES Doors-Windows-Shutters","03/03/2026","8182 STROM PARK DR, MELBOURNE FL 32940",,,
"26BC03613","Final","RES Doors-Windows-Shutters","03/03/2026","175 DUNE LN, COCOA FL 32927",,,
"26BC03544","Final","RES Reroof","03/03/2026","524 DOLPHIN ST, MELBOURNE BEACH FL 32951",,,
"26BC03572","Issued","RES SFR Renovation","03/03/2026","6460 SORREL DR, COCOA FL 32926",,,
"26BC03610","Issued","RES Doors-Windows-Shutters","03/03/2026","875 E WAIKIKI DR, MERRITT ISLAND FL 32953",,,
"26BC03524","Final","RES Doors-Windows-Shutters","03/03/2026","3020 PENNSYLVANIA ST, MELBOURNE FL 32904",,,
"26BC03565","Final","RES SFR-Duplex New","03/03/2026","1508 CYGNUS PL, MERRITT ISLAND FL 32953",,,
"26BC03551","Awaiting Client Feedback","RES SFR Addition","03/03/2026","9220 TUCKER ST, MICCO FL 32976",,,
"26BC03581","Final","RES Plumbing","03/03/2026","1863 ROCKLEDGE DR, ROCKLEDGE FL 32955",,,
"26BC03571","Issued","RES Plumbing","03/03/2026","1368 COVENTRY CIR, MELBOURNE FL 32904",,,
"26BC03567","Final","RES SFR Aluminum Structure","03/03/2026","2730 RAINTREE LAKE CIR, MERRITT ISLAND FL 32953",,,
"26BC03585","Final","COM Renovation","03/03/2026","2105 VIERA BLVD, UNIT 106, ROCKLEDGE FL 32955",,,
"26BC03594","Final","RES Reroof","03/03/2026","727 GLADIOLUS DR, BAREFOOT BAY FL 32976",,,
"26BC03531","Final","RES Electrical","03/03/2026","237 SANDPIPER DR, COCOA FL 32926",,,
"26FP00101","Final","City Fire Permit","03/03/2026","2829 W NEW HAVEN AVE, HOMEDE, WEST MELBOURNE FL 32904",,,
"26BC03592","Final","RES Solar Photovoltaic","03/03/2026","8754 ALISTER DR, MELBOURNE FL 32940",,,
"26BC03596","Final","RES Reroof","03/03/2026","3155 NEWFOUND HARBOR DR, MERRITT ISLAND FL 32952",,,
"26BC03628","Issued","RES HVAC-Mechanical","03/03/2026","6223 E BAKER CIR, COCOA FL 32927",,,
"26BC03601","Final","RES Doors-Windows-Shutters","03/03/2026","3435 HIGHWAY A1A, MELBOURNE BEACH FL 32951",,,
"26BC03624","Final","RES Fence","03/03/2026","6983 CHESTNUT DR, COCOA FL 32927",,,
"26BC03542","Final","RES SFR-Duplex New","03/03/2026","6296 MOONRISE DR, MERRITT ISLAND FL 32953",,,
"26BC03603","Final","RES SFR Aluminum Structure","03/03/2026","2632 EDESTUS DR, MELBOURNE FL 32940",,,
"26BC03536","Final","RES Pool Resurface","03/03/2026","528 SOLITAIRE PALM DR, INDIALANTIC FL 32903",,,
"26BC03554","Final","RES HVAC-Mechanical","03/03/2026","4630 SEMINOLE TRL, MERRITT ISLAND FL 32953",,,
"26BC03583","Final","RES HVAC-Mechanical","03/03/2026","337 APOLLO DR, SATELLITE BEACH FL 32937",,,
"26FP00099","Issued","City Fire Permit","03/03/2026","2927 W NEW HAVEN AVE, WEST MELBOURNE FL 32904",,,
"26BC03576","Final","RES SFR Aluminum Structure","03/03/2026","8808 BILLOWING AVE, MELBOURNE FL 32940",,,
"26BC03527","Final","COM HVAC-Mechanical","03/03/2026","2725 JUDGE FRAN JAMIESON WAY, BLDG D, MELBOURNE FL 32940",,,
"26BC03557","Final","RES Electrical","03/03/2026","630 CHASE HAMMOCK RD, MERRITT ISLAND FL 32953",,,
"26BC03540","Final","COM Reroof","03/03/2026","300 S PLUMOSA ST, MERRITT ISLAND FL 32952",,,
"26BC03568","Issued","RES Demolition","03/03/2026","1510 WEST CORAL CT, MERRITT ISLAND FL 32952",,,
"26BC03539","Final","RES Doors-Windows-Shutters","03/03/2026","1615 N CARPENTER RD, TITUSVILLE FL 32796",,,
"26BC03546","Final","RES Reroof","03/03/2026","824 BROOKSTONE DR, MERRITT ISLAND FL 32952",,,
"26BC03573","Final","RES HVAC-Mechanical","03/03/2026","6391 PORTOFINO LN, MELBOURNE FL 32940",,,
"26BC03590","Final","Multi-Family Renovation","03/03/2026","6307 HIGHWAY A1A, 262, MELBOURNE BEACH FL 32951",,,
"26BC03612","Final","RES Doors-Windows-Shutters","03/03/2026","775 HAWKSBILL ISLAND DR, SATELLITE BEACH FL 32937",,,
"26BC03598","Final","RES SFR Aluminum Structure","03/03/2026","8604 VIEDMA LN, MELBOURNE FL 32940",,,
"26BC03570","Final","RES HVAC-Mechanical","03/03/2026","1904 THESY DR, MELBOURNE FL 32940",,,
"26BC03574","Final","RES SFR Aluminum Structure","03/03/2026","1320 MAYFLOWER AVE, MELBOURNE FL 32940",,,
"26BC03621","Withdrawn","RES Marine Construction","03/03/2026","1970 GATES RD, MERRITT ISLAND FL 32952",,,
"26BC03607","Final","RES Marine Construction","03/03/2026","1775 CANAL CT, MERRITT ISLAND FL 32953",,,
"26BC03558","Final","RES Electrical","03/03/2026","165 FLAMINGO DR, MELBOURNE BEACH FL 32951",,,
"26BC03615","Withdrawn","RES Marine Construction","03/03/2026","1375 ANGLER ST, MERRITT ISLAND FL 32952",,,
"26BC03580","Final","RES Generator","03/03/2026","1806 CRANE CREEK BLVD, MELBOURNE FL 32940",,,
"26BC03547","Final","RES Reroof","03/03/2026","2325 SEA HORSE DR, MELBOURNE BEACH FL 32951",,,
"26BC03559","Final","RES Fence","03/03/2026","5528 CARRICK RD, COCOA FL 32927",,,
"26BC03534","Final","RES Pool Resurface","03/03/2026","302 SANIBEL WAY, MELBOURNE BEACH FL 32951",,,
"26BC03552","Final","Multi-Family Renovation","03/03/2026","6770 RIDGEWOOD AVE, UNIT 602, COCOA BEACH FL 32931",,,
"26BC03599","Final","RES Doors-Windows-Shutters","03/03/2026","651 LOGGERHEAD ISLAND DR, SATELLITE BEACH FL 32937",,,
"26BC03619","Final","RES HVAC-Mechanical","03/03/2026","175 SHELL PL, 1-6, ROCKLEDGE FL 32955",,,
"26BC03622","Issued","RES Electrical","03/03/2026","2966 KAMIN DR, MELBOURNE FL 32940",,,
"26BC03600","Final","RES Electrical","03/03/2026","886 HAWTHORN CIR, BAREFOOT BAY FL 32976",,,
"26BC03579","Final","RES HVAC-Mechanical","03/03/2026","3904 CRAIGSTON ST, MELBOURNE FL 32940",,,
"26BC03548","Final","RES Generator","03/03/2026","467 PORT ROYAL BLVD, SATELLITE BEACH FL 32937",,,
"26BC03626","Issued","COM Miscellaneous","03/03/2026","5325 GRISSOM PKWY, CELLTW, COCOA FL 32927",,,
"26BC03556","Final","RES Electrical","03/03/2026","1617 SUN POINTE PL, MERRITT ISLAND FL 32952",,,
"26BC03616","Final","RES Doors-Windows-Shutters","03/03/2026","1772 GREAT BELT CIR, MELBOURNE FL 32940",,,
"26BC03530","Final","RES Electrical","03/03/2026","445 APACHE TRL, MERRITT ISLAND FL 32953",,,
"26BC03545","Final","RES Plumbing","03/03/2026","6820 WHITETAIL CT, MELBOURNE FL 32940",,,
"26BC03627","Final","RES Fence","03/03/2026","5080 BANANA AVE, COCOA FL 32926",,,
"26BC03630","Final","RES Electrical","03/03/2026","906 FRANGI PANI DR, BAREFOOT BAY FL 32976",,,
"26BC03575","Final","RES SFR Aluminum Structure","03/03/2026","6796 ARROYO DR, MELBOURNE FL 32940",,,
"26BC03525","Final","RES HVAC-Mechanical","03/03/2026","9550 RIVERVIEW DR, MICCO FL 32976",,,
"26BC03629","Issued","RES Marine Construction","03/03/2026","1375 ANGLER ST, MERRITT ISLAND FL 32952",,,
"26BC03564","Final","RES HVAC-Mechanical","03/03/2026","1460 BAY SHORE DR, COCOA BEACH FL 32931",,,
"26BC03528","Final","RES HVAC-Mechanical","03/03/2026","943 PALM BROOK DR, MELBOURNE FL 32940",,,
"26BC03538","Issued","RES Doors-Windows-Shutters","03/03/2026","9621 FLEMING GRANT RD, MICCO FL 32976",,,
"26BC03614","Final","RES Doors-Windows-Shutters","03/03/2026","275 BAYHEAD DR, MELBOURNE FL 32940",,,
"26BC03587","Final","RES Reroof","03/03/2026","5215 BLOUNTS RIDGE RD, MIMS FL 32754",,,
"26BC03609","Final","RES Demolition","03/03/2026","271 FAY DR, INDIALANTIC FL 32903",,,
"26BC03595","Issued","RES Fence","03/03/2026","4121 CAREYWOOD DR, MELBOURNE FL 32934",,,
"26BC03555","Final","RES Fence","03/03/2026","9160 WANDER TRL, MELBOURNE FL 32940",,,
"26BC03602","Pending Payment","RES Fence","03/03/2026","4995 WALTON AVE, TITUSVILLE FL 32780",,,
"26BC03584","Final","RES Doors-Windows-Shutters","03/03/2026","8052 KINGSWOOD WAY, MELBOURNE FL 32940",,,
"26BC03533","Final","RES Doors-Windows-Shutters","03/03/2026","6725 ALAZAN AVE, COCOA FL 32927",,,
"26BC03569","Final","COM Renovation","03/03/2026","6461 BORASCO DR, 1806, MELBOURNE FL 32940",,,
"26BC03623","Issued","RES SFR Addition","03/03/2026","4360 STILL WATERS DR, MERRITT ISLAND FL 32952",,,
"26BC03490","Final","RES HVAC-Mechanical","03/02/2026","4370 STILL WATERS DR, MERRITT ISLAND FL 32952",,,
"26BC03431","Issued","RES SFR Addition","03/02/2026","436 THRUSH DR, SATELLITE BEACH FL 32937",,,
"26BC03477","Final","RES Fence","03/02/2026","703 BANTRY CT, MERRITT ISLAND FL 32953",,,
"26BC03450","Final","RES Doors-Windows-Shutters","03/02/2026","3033 WEISSINGER CT, MELBOURNE FL 32940",,,
"26BC03449","Final","RES Reroof","03/02/2026","165 CAPTIVA CT, MELBOURNE BEACH FL 32951",,,
"26BC03460","Final","COM Electrical","03/02/2026","2700 N HIGHWAY A1A, 19-201, INDIALANTIC FL 32903",,,
"26BC03442","Final","RES Fence","03/02/2026","4893 CALDWELL CT, COCOA FL 32927",,,
"26FP00086","Issued","County Alarm","03/02/2026","8908 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03505","Final","RES Doors-Windows-Shutters","03/02/2026","350 OAK HAVEN DR, MELBOURNE FL 32940",,,
"26BC03464","Issued","RES Pool","03/02/2026","8632 BEDROCK LN, MELBOURNE FL 32940",,,
"26BC03474","Final","RES Reroof","03/02/2026","362 WOODS LAKE DR, COCOA FL 32926",,,
"26BC03461","Issued","RES Electrical","03/02/2026","880 WATERWAY DR, BAREFOOT BAY FL 32976",,,
"26BC03516","Final","RES Doors-Windows-Shutters","03/02/2026","1643 LARAMIE CIR, MELBOURNE FL 32940",,,
"26BC03497","Final","RES Plumbing","03/02/2026","1756 ROBIN HOOD AVE, TITUSVILLE FL 32796",,,
"26BC03437","Final","RES Doors-Windows-Shutters","03/02/2026","691 LINDSAY AVE, COCOA FL 32927",,,
"26BC03514","Final","RES Doors-Windows-Shutters","03/02/2026","1735 OLD GLORY BLVD, MELBOURNE FL 32940",,,
"26BC03513","Final","RES Generator","03/02/2026","3432 COASTLINE LN, MELBOURNE FL 32940",,,
"26FP00087","Issued","County Alarm","03/02/2026","8988 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03445","Final","RES Reroof","03/02/2026","751 GLEN ABBEY WAY, MELBOURNE FL 32940",,,
"26BC03507","Final","RES Doors-Windows-Shutters","03/02/2026","3174 SAVOY DR, MELBOURNE FL 32940",,,
"26BC03479","Final","RES Doors-Windows-Shutters","03/02/2026","5150 FRISCO ST, COCOA FL 32927",,,
"26FP00089","Issued","County Alarm","03/02/2026","9017 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03436","Final","RES Electrical","03/02/2026","8540 HORSESHOE AVE, PALM BAY FL 32909",,,
"26BC03473","Final","RES SFR Renovation","03/02/2026","906 NELSON DR, MELBOURNE FL 32940",,,
"26FP00088","Issued","County Alarm","03/02/2026","8917 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03493","Final","RES HVAC-Mechanical","03/02/2026","200 S BANANA RIVER DR, F19, MERRITT ISLAND FL 32952",,,
"26BC03440","Final","RES HVAC-Mechanical","03/02/2026","1675 COQUINA DR, MERRITT ISLAND FL 32952",,,
"26BC03441","Issued","COM Miscellaneous","03/02/2026","1 I 95 REST AREA MM 227 SB, REST AREA, MIMS FL 32754",,,
"26FP00091","Issued","County Alarm","03/02/2026","8997 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03432","Final","RES HVAC-Mechanical","03/02/2026","3273 SAND CT, MELBOURNE BEACH FL 32951",,,
"26BC03454","Final","RES Reroof","03/02/2026","4613 CHELSEA CT, TITUSVILLE FL 32796",,,
"26BC03496","Final","RES Reroof","03/02/2026","8472 STROM PARK DR, MELBOURNE FL 32940",,,
"26BC03447","Final","RES Reroof","03/02/2026","121 OCEAN RIDGE DR, MELBOURNE BEACH FL 32951",,,
"26BC03494","Final","RES Electrical","03/02/2026","411 PORT ROYAL BLVD, SATELLITE BEACH FL 32937",,,
"26BC03501","Final","RES Marine Construction","03/02/2026","410 WINDTAMER WAY, MERRITT ISLAND FL 32952",,,
"26BC03489","Final","RES Electrical","03/02/2026","3570 HIELD RD, MELBOURNE FL 32904",,,
"26FP00090","Issued","County Alarm","03/02/2026","9007 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03485","Final","RES Doors-Windows-Shutters","03/02/2026","1680 MORNINGSIDE DR, MERRITT ISLAND FL 32952",,,
"26BC03517","Final","COM Reroof","03/02/2026","395 EAST DR, MELBOURNE FL 32904",,,
"26BC03468","Final","RES Electrical","03/02/2026","4829 SQUIRES DR, TITUSVILLE FL 32796",,,
"26BC03523","Final","RES Electrical","03/02/2026","4050 LEONA CT, MERRITT ISLAND FL 32952",,,
"26BC03455","Issued","RES Pool","03/02/2026","5660 DATURA ST, COCOA FL 32927",,,
"26BC03480","Final","RES Reroof","03/02/2026","4477 LANTERN DR, TITUSVILLE FL 32796",,,
"26BC03444","Final","RES Doors-Windows-Shutters","03/02/2026","1460 BOURKE LN, MELBOURNE FL 32940",,,
"26BC03515","Issued","RES Doors-Windows-Shutters","03/02/2026","5400 HOLDEN RD, COCOA FL 32927",,,
"26BC03471","Issued","RES Pool","03/02/2026","4598 LAGO VISTA DR, MICCO FL 32976",,,
"26BC03459","Final","RES Electrical","03/02/2026","1565 SENECA DR, MELBOURNE FL 32935",,,
"26BC03519","Final","RES SFR Addition","03/02/2026","1105 BAREFOOT CIR, BAREFOOT BAY FL 32976",,,
"26BC03467","Awaiting Client Feedback","Multi-Family Renovation","03/02/2026","3360 S ATLANTIC AVE, 110, COCOA BEACH FL 32931",,,
"26BC03491","Final","RES SFR Renovation","03/02/2026","3460 CANAVERAL GROVES BLVD, COCOA FL 32926",,,
"26BC03433","Final","RES Reroof","03/02/2026","970 DAKAR DR, MERRITT ISLAND FL 32953",,,
"26BC03499","Final","RES Doors-Windows-Shutters","03/02/2026","2280 SYKES CREEK DR, MERRITT ISLAND FL 32953",,,
"26BC03522","Final","RES Doors-Windows-Shutters","03/02/2026","340 PINE TREE DR, INDIALANTIC FL 32903",,,
"26BC03483","Final","RES Electrical","03/02/2026","7455 DARIEN RD, COCOA FL 32927",,,
"26FP00092","Issued","County Alarm","03/02/2026","8987 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03446","Final","RES Reroof","03/02/2026","1120 MAYFLOWER AVE, MELBOURNE FL 32940",,,
"26FP00094","Issued","County Alarm","03/02/2026","8967 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03504","Issued","RES SFR-Duplex New","03/02/2026","8521 KISKA CT, MELBOURNE FL 32940",,,
"26BC03484","Issued","COM HVAC-Mechanical","03/02/2026","2925 N HIGHWAY A1A, 116, INDIALANTIC FL 32903",,,
"26BC03521","Issued","RES HVAC-Mechanical","03/02/2026","2593 HUDSON AVE, MERRITT ISLAND FL 32952",,,
"26BC03511","Issued","RES SFR Aluminum Structure","03/02/2026","229 PLANTATION DR, TITUSVILLE FL 32780",,,
"26BC03512","Issued","RES HVAC-Mechanical","03/02/2026","2912 BELLWIND CIR, ROCKLEDGE FL 32955",,,
"26BC03498","Final","RES Electrical","03/02/2026","537 WATERFRONT ST, MELBOURNE FL 32934",,,
"26BC03469","Final","RES SFR Aluminum Structure","03/02/2026","415 FOOTMAN LN, MERRITT ISLAND FL 32952",,,
"26BC03492","Final","RES Doors-Windows-Shutters","03/02/2026","1775 CRANE CREEK BLVD, MELBOURNE FL 32940",,,
"26BC03463","Final","RES HVAC-Mechanical","03/02/2026","242 WOODY CIR, MELBOURNE BEACH FL 32951",,,
"26FP00097","Issued","County Alarm","03/02/2026","8937 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03476","Final","RES Electrical","03/02/2026","160 FOREST LAKE DR, COCOA FL 32926",,,
"26FP00096","Issued","County Alarm","03/02/2026","8947 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03508","Final","RES Doors-Windows-Shutters","03/02/2026","7253 HALLECK ST, MELBOURNE FL 32940",,,
"26BC03435","Final","RES Reroof","03/02/2026","2572 CARMEL RD, INDIALANTIC FL 32903",,,
"26BC03487","Final","RES HVAC-Mechanical","03/02/2026","1422 KEYS GATE DR, MELBOURNE FL 32940",,,
"26BC03443","Issued","RES HVAC-Mechanical","03/02/2026","2150 SHANNON AVE, INDIALANTIC FL 32903",,,
"26BC03466","Final","RES SFR Aluminum Structure","03/02/2026","1507 STAFFORD AVE, MERRITT ISLAND FL 32952",,,
"26FP00093","Issued","County Alarm","03/02/2026","8977 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26FP00098","Issued","County Alarm","03/02/2026","8927 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03458","Final","RES HVAC-Mechanical","03/02/2026","4470 FLOOD ST, COCOA FL 32927",,,
"26BC03434","Final","RES Fence","03/02/2026","2805 DAMPIER DR, MELBOURNE FL 32940",,,
"26BC03462","Issued","RES Reroof","03/02/2026","7003 PREMONITION DR, MELBOURNE FL 32940",,,
"26BC03452","Final","RES Reroof","03/02/2026","7422 CARILLON AVE, COCOA FL 32927",,,
"26BC03456","Final","RES Doors-Windows-Shutters","03/02/2026","1541 STAFFORD AVE, MERRITT ISLAND FL 32952",,,
"26BC03451","Issued","RES HVAC-Mechanical","03/02/2026","1882 N CARPENTER RD, TITUSVILLE FL 32796",,,
"26BC03478","Final","RES SFR Aluminum Structure","03/02/2026","4022 ORCHARD DR, MELBOURNE FL 32940",,,
"26BC03509","Final","RES HVAC-Mechanical","03/02/2026","1650 LARCHMONT CT, MERRITT ISLAND FL 32952",,,
"26BC03518","Final","COM Electrical","03/02/2026","8777 HOLIDAY SPRINGS RD, ROCKLEDGE FL 32955",,,
"26BC03457","Final","RES HVAC-Mechanical","03/02/2026","1246 SHILOH DR, MELBOURNE FL 32940",,,
"26BC03520","Final","RES Reroof","03/02/2026","8002 BRADWICK WAY, MELBOURNE FL 32940",,,
"26BC03502","Issued","RES SFR Renovation","03/02/2026","8062 STROM PARK DR, MELBOURNE FL 32940",,,
"26BC03488","Final","RES Electrical","03/02/2026","3448 POPULATIC ST, MIMS FL 32754",,,
"26BC03503","Final","COM Renovation","03/02/2026","275 HIGHWAY A1A, COMMON, SATELLITE BEACH FL 32937",,,
"26FP00095","Issued","County Alarm","03/02/2026","8957 NATURA LN, COMMON, MELBOURNE FL 32940",,,
"26BC03506","Issued","RES HVAC-Mechanical","03/02/2026","3605 ATLANTA ST, COCOA FL 32926",,,
"26BC03475","Final","RES Reroof","03/02/2026","5589 HIGHWAY A1A, MELBOURNE BEACH FL 32951",,,
"26BC03486","Withdrawn","RES SFR-Duplex New","03/02/2026","7694 HIGHWAY 46, MIMS FL 32754",,,
"26BC03438","Final","RES HVAC-Mechanical","03/02/2026","7020 N HIGHWAY 1, EE-201, COCOA FL 32927",,,
"26BC03439","Issued","RES Pool","03/02/2026","1640 RICHARDSON RD, MERRITT ISLAND FL 32952",,,
"26BC03453","Final","COM Electrical","03/02/2026","2063 COX RD, FPL, COCOA FL 32926",,,
"26BC03482","Awaiting Client Feedback","COM Miscellaneous","03/02/2026","4100 N WICKHAM RD, 113, MELBOURNE FL 32935",,,
"26BC03472","Issued","RES Fence","03/02/2026","1442 GARDENIA DR, BAREFOOT BAY FL 32976",,,
"26BC03500","Awaiting Client Feedback","RES Fence","03/02/2026","622 SOUTH RIDGEWOOD DR, COCOA FL 32926",,,
"26BC03510","Final","RES SFR Aluminum Structure","03/02/2026","4687 CORNWALL DR, MERRITT ISLAND FL 32953",,,
"26BC03448","Final","RES HVAC-Mechanical","03/02/2026","990 CASA BLANCA DR, MERRITT ISLAND FL 32953",,,
"26BC03465","Issued","RES Doors-Windows-Shutters","03/02/2026","5936 NEWBURY CIR, MELBOURNE FL 32940",,,
"26BC03495","Final","RES Reroof","03/02/2026","2070 MONA CT, MERRITT ISLAND FL 32952",,,
"26BC03470","Final","RES SFR Addition","03/02/2026","7145 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC03481","Awaiting Client Feedback","COM Miscellaneous","03/02/2026","1850 N COURTENAY PKWY, 108, MERRITT ISLAND FL 32953",,,
"26BC03428","Final","RES Reroof","03/01/2026","125 BAYSHORE DR, MELBOURNE BEACH FL 32951",,,
"26BC03429","Final","RES Electrical","03/01/2026","355 JACALA DR, MERRITT ISLAND FL 32953",,,
"26BC03430","Final","RES Pool Resurface","03/01/2026","6114 ANELLO DR, MELBOURNE FL 32940",,,
"26BC03427","Final","RES Fence","02/28/2026","4306 KELSEY LN, MICCO FL 32976",,,
"26BC03403","Final","RES Fence","02/27/2026","150 MAR-LEN DR, MELBOURNE BEACH FL 32951",,,
"26BC03425","Final","RES Doors-Windows-Shutters","02/27/2026","4931 SOMERVILLE DR, ROCKLEDGE FL 32955",,,
"26BC03362","Issued","COM Electrical","02/27/2026","2262 HIGH DR, MIMS FL 32754",,,
"26BC03417","Final","RES Doors-Windows-Shutters","02/27/2026","265 CONCORD WAY, MELBOURNE FL 32940",,,
"26BC03380","Issued","RES SFR-Duplex New","02/27/2026","9195 PACIFIC PALMS AVE, MELBOURNE FL 32940",,,
"26BC03412","Final","RES Doors-Windows-Shutters","02/27/2026","5140 ANDOVER ST, COCOA FL 32927",,,
"26BC03360","Issued","Multi-Family Renovation","02/27/2026","405 HIGHWAY A1A, 354, SATELLITE BEACH FL 32937",,,
"26BC03357","Issued","RES SFR-Duplex New","02/27/2026","3643 GUAVA PALMS CT, MELBOURNE FL 32940",,,
"26BC03420","Final","COM Renovation","02/27/2026","925 N HIGHWAY A1A, 505, INDIALANTIC FL 32903",,,
"26BC03399","Issued","RES Doors-Windows-Shutters","02/27/2026","188 WINDSONG WAY, TITUSVILLE FL 32780",,,
"26BC03409","Final","RES Reroof","02/27/2026","1765 MALLARD LAKE RD, MELBOURNE FL 32940",,,
"26BC03394","Final","RES Doors-Windows-Shutters","02/27/2026","649 ALTURA DR, COCOA FL 32927",,,
"26BC03384","Final","RES Plumbing","02/27/2026","124 SIGNATURE DR, MELBOURNE BEACH FL 32951",,,
"26BC03348","Final","RES SFR Aluminum Structure","02/27/2026","3446 EBBING LN, MELBOURNE FL 32940",,,
